TESTBROWSER      ,     -100.2404,       41.2144,  96.2,    65,    98,    72,  73.9,       Sat, 26 Mar 2022 18:07:59 GMT, 22897226,   52.9,                 Unnamed Road, Brady, NE 69123, USA,                          111,                       222, appVersion:333, deviceFWversion444
TESTBROWSER      ,     -104.6604,       35.1944,  99.9,    65,    98,    72,  73.9,       Sat, 26 Mar 2022 17:09:08 GMT, 22897295,   77.7,                       PUERTA D LUNA, NM 88435, USA,                          111,                       222, appVersion:333, deviceFWversion444
TESTBROWSER      ,     -101.8404,       40.9644,  97.5,    65,    98,    72,  73.9,       Sat, 26 Mar 2022 17:09:57 GMT, 22897344,   58.2,                       Rd 322, Brule, NE 69127, USA,                          111,                       222, appVersion:333, deviceFWversion444

34.0625297,-118.3996624, 98 
34.1679328,-118.4540515,98.6 
34.0625064,-118.3997198,99.5 
34.1708255,-118.5603161,99.4 
34.0970991,-118.3695172,99.1 
 34.097127,-118.3693906,97.7 
34.0971073,-118.3694234,97.7 
33.1863644,-117.3351754,98.2 
33.1863985,-117.3351779,98.6 
33.1864064,-117.3351776,99.9 
33.1863685,-117.3351764,99.9 
33.1864115,-117.3351762,99.5 
33.1863673,-117.3351802,99.6 
33.1863571,-117.3351747,99.9 
33.1863588,-117.3351813,99.7 
35.1319105,-106.5163885,100 
35.1319105,-106.5163885,99.8 
35.1319196,-106.5164082,99.6 
34.0625201,-118.3997018,99.9 
35.1319216,-106.5163958,99.9 
34.0625144,-118.3996983,99.9 
35.1319191,-106.5164135,99.9 
35.1319182,-106.5163955,99.4 
35.1319182,-106.5163955,99.5 
35.1319182,-106.5163955,99.5 
35.1319208,-106.5164042,99.3 
34.0625147,-118.3996965,99.4 
34.0625124,-118.3997069,99.2 
34.0625299,-118.3996892,99.8 
33.1864684,-117.3352238,99.2 
34.0624903,-118.3997293,99.2 
34.0625096,-118.3997273,100 
34.0624513,-118.3997594,102 
34.0624834,-118.3997307,98.4 
34.0625362,-118.3996937,97.9 
34.0624985,-118.3997126,99.3 
 34.097135,-118.3693835,99.7 
35.1319204,-106.5164053,98.4 
